MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation
SE1802933,Average,4,6.28,120,74,46,61.67,18.5,26,3,2,2,0,0,5,9,Medium,0,False,52.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802934,AtRisk,5,5.94,120,84,36,70.0,16.8,16,5,5,1,2,1,7,18,High,1,False,33.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802935,Average,3,6.46,120,46,74,38.33,15.33,54,2,4,1,1,0,6,11,High,1,False,38.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802936,Good,4,7.62,120,73,47,60.83,18.25,27,0,2,1,0,0,5,5,Low,0,False,66.5,Complete at least 27 more credits. Complete all prerequisite courses.
SE1802937,Average,4,6.04,120,71,49,59.17,17.75,29,2,2,1,0,0,5,7,Medium,0,False,59.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802938,Recovery,5,6.01,120,80,40,66.67,16.0,20,1,4,0,0,0,7,6,Medium,0,False,69.0,Complete at least 20 more credits. Retake failed courses as soon as possible.
SE1802939,Average,5,6.21,120,95,25,79.17,19.0,5,3,4,1,0,0,6,8,Medium,0,False,64.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802940,Excellent,4,9.34,120,73,47,60.83,18.25,27,0,0,0,0,0,6,2,Low,0,False,76.5,Complete at least 27 more credits.
SE1802941,Average,1,6.1,120,18,102,15.0,18.0,82,3,1,0,1,0,6,9,Medium,0,False,33.0,Complete at least 82 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802942,Good,5,8.49,120,92,28,76.67,18.4,8,0,2,0,0,0,7,2,Low,0,False,82.0,Complete at least 8 more credits.
SE1802943,Average,3,6.5,120,47,73,39.17,15.67,53,2,4,0,1,0,5,9,Medium,0,False,44.5,Complete at least 53 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802944,Good,6,7.42,120,108,12,90.0,18.0,0,0,2,0,0,0,6,1,Low,0,True,90.0,You are ready for OJT.
SE1802945,Good,3,7.92,120,59,61,49.17,19.67,41,0,0,1,0,0,6,5,Low,0,False,63.5,Complete at least 41 more credits. Complete all prerequisite courses.
SE1802946,LateStarter,5,6.84,120,88,32,73.33,17.6,12,3,5,1,0,0,6,9,Medium,0,False,59.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802947,Good,4,8.19,120,70,50,58.33,17.5,30,0,1,0,0,0,6,3,Low,0,False,73.0,Complete at least 30 more credits.
SE1802948,Excellent,3,8.87,120,56,64,46.67,18.67,44,0,0,0,0,0,6,3,Low,0,False,68.0,Complete at least 44 more credits.
SE1802949,Average,6,6.94,120,97,23,80.83,16.17,3,2,1,2,1,0,7,9,Medium,0,False,63.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802950,Good,4,7.94,120,80,40,66.67,20.0,20,0,1,0,0,0,6,3,Low,0,False,78.0,Complete at least 20 more credits.
SE1802951,Excellent,4,8.67,120,74,46,61.67,18.5,26,0,0,0,0,0,6,2,Low,0,False,77.0,Complete at least 26 more credits.
SE1802952,Average,1,6.55,120,17,103,14.17,17.0,83,2,1,1,0,0,6,8,Medium,0,False,34.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802953,Average,6,6.8,120,101,19,84.17,16.83,0,2,3,0,0,0,6,4,Low,0,True,78.5,Retake failed courses as soon as possible.
SE1802954,AtRisk,3,5.55,120,40,80,33.33,13.33,60,5,6,1,1,0,6,16,High,1,False,22.0,Complete at least 60 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802955,Good,2,7.55,120,37,83,30.83,18.5,63,0,0,0,0,0,6,3,Low,0,False,58.5,Complete at least 63 more credits.
SE1802956,Average,6,6.91,120,95,25,79.17,15.83,5,3,2,2,1,0,7,10,Medium,0,False,57.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802957,Excellent,3,9.9,120,66,54,55.0,22.0,34,0,0,0,0,0,6,3,Low,0,False,73.0,Complete at least 34 more credits.
SE1802958,LateStarter,5,6.34,120,87,33,72.5,17.4,13,4,5,1,0,0,6,9,Medium,0,False,55.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802959,LateStarter,3,6.28,120,37,83,30.83,12.33,63,2,2,2,0,0,5,9,Medium,0,False,36.5,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802960,Good,7,7.51,120,109,11,90.83,15.57,0,0,0,1,0,0,8,2,Low,0,False,88.5,Complete all prerequisite courses.
SE1802961,Critical,5,3.96,120,69,51,57.5,13.8,31,5,7,3,2,2,6,24,High,1,False,1.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802962,AtRisk,7,5.45,120,101,19,84.17,14.43,0,5,6,3,1,0,8,15,High,1,False,40.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802963,Excellent,2,9.71,120,41,79,34.17,20.5,59,0,0,0,0,0,5,3,Low,0,False,60.5,Complete at least 59 more credits.
SE1802964,Average,5,6.47,120,88,32,73.33,17.6,12,1,4,2,1,0,6,10,Medium,0,False,56.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802965,Good,8,7.67,120,116,4,96.67,14.5,0,1,0,0,0,0,8,1,Low,0,True,95.0,Retake failed courses as soon as possible.
SE1802966,AtRisk,4,5.96,120,59,61,49.17,14.75,41,3,4,3,2,1,5,19,High,1,False,16.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802967,Excellent,4,8.84,120,78,42,65.0,19.5,22,0,0,0,0,0,6,2,Low,0,False,79.0,Complete at least 22 more credits.
SE1802968,Average,7,6.24,120,101,19,84.17,14.43,0,1,1,2,1,0,8,8,Medium,0,False,68.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802969,Good,6,7.25,120,103,17,85.83,17.17,0,1,0,1,0,0,6,3,Low,0,False,82.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802970,Good,3,7.78,120,57,63,47.5,19.0,43,1,2,1,0,0,5,7,Medium,0,False,55.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802971,Average,6,6.24,120,95,25,79.17,15.83,5,1,1,1,1,0,6,8,Medium,0,False,71.5,Complete at least 5 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802972,Average,7,6.76,120,107,13,89.17,15.29,0,3,4,1,1,0,8,9,Medium,0,False,65.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802973,AtRisk,6,5.92,120,96,24,80.0,16.0,4,5,3,1,1,1,6,15,High,1,False,48.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802974,Average,5,6.82,120,81,39,67.5,16.2,19,2,1,0,0,0,7,5,Low,0,False,72.5,Complete at least 19 more credits. Retake failed courses as soon as possible.
SE1802975,Good,7,8.21,120,113,7,94.17,16.14,0,1,1,1,0,0,8,4,Low,0,False,85.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802976,Good,5,7.45,120,97,23,80.83,19.4,3,1,2,1,0,0,6,5,Low,0,False,75.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802977,Average,2,6.77,120,30,90,25.0,15.0,70,1,2,1,0,0,5,8,Medium,0,False,42.0,Complete at least 70 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802978,Good,5,7.87,120,90,30,75.0,18.0,10,1,2,1,0,0,7,5,Low,0,False,72.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802979,AtRisk,7,5.61,120,106,14,88.33,15.14,0,3,3,2,1,1,8,14,High,1,False,53.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802980,AtRisk,5,5.15,120,84,36,70.0,16.8,16,4,4,1,2,1,7,16,High,1,False,38.0,Complete at least 16 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802981,LateStarter,3,6.82,120,50,70,41.67,16.67,50,4,5,2,1,0,6,14,High,1,False,26.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802982,AtRisk,8,5.95,120,108,12,90.0,13.5,0,5,4,1,2,1,8,15,High,1,False,47.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802983,Average,1,6.01,120,18,102,15.0,18.0,82,3,1,1,0,0,6,9,Medium,0,False,32.0,Complete at least 82 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802984,Average,2,6.71,120,36,84,30.0,18.0,64,1,3,0,1,0,6,9,Medium,0,False,44.0,Complete at least 64 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802985,AtRisk,4,5.4,120,68,52,56.67,17.0,32,5,6,1,1,1,6,18,High,1,False,28.0,Complete at least 32 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802986,Good,1,8.3,120,22,98,18.33,22.0,78,0,1,0,0,0,6,4,Low,0,False,49.0,Complete at least 78 more credits.
SE1802987,Good,5,8.44,120,93,27,77.5,18.6,7,1,0,0,0,0,6,2,Low,0,False,83.5,Complete at least 7 more credits. Retake failed courses as soon as possible.
SE1802988,Good,2,7.07,120,35,85,29.17,17.5,65,0,2,0,0,0,6,4,Low,0,False,53.5,Complete at least 65 more credits.
SE1802989,Excellent,2,9.38,120,39,81,32.5,19.5,61,0,0,0,0,0,5,3,Low,0,False,59.5,Complete at least 61 more credits.
SE1802990,Excellent,5,9.33,120,94,26,78.33,18.8,6,0,0,0,0,0,7,1,Low,0,False,87.0,Complete at least 6 more credits.
SE1802991,Good,5,7.32,120,88,32,73.33,17.6,12,1,2,1,0,0,7,5,Low,0,False,71.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802992,Recovery,3,6.79,120,55,65,45.83,18.33,45,2,3,1,0,0,5,9,Medium,0,False,49.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802993,LateStarter,6,6.73,120,96,24,80.0,16.0,4,2,2,1,0,0,7,6,Medium,0,False,72.0,Complete at least 4 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802994,AtRisk,2,5.38,120,34,86,28.33,17.0,66,5,4,1,1,0,6,15,High,1,False,23.0,Complete at least 66 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802995,Good,2,7.94,120,43,77,35.83,21.5,57,0,1,0,0,0,6,4,Low,0,False,59.5,Complete at least 57 more credits.
SE1802996,AtRisk,4,5.01,120,57,63,47.5,14.25,43,3,4,3,1,0,5,16,High,1,False,28.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802997,LateStarter,2,7.1,120,24,96,20.0,12.0,76,4,5,1,0,0,6,10,Medium,0,False,24.0,Complete at least 76 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1802998,Critical,3,4.37,120,37,83,30.83,12.33,63,7,6,2,3,1,6,21,High,1,False,0.0,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1802999,AtRisk,3,5.68,120,40,80,33.33,13.33,60,3,6,3,2,0,5,18,High,1,False,11.0,Complete at least 60 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803000,Excellent,6,8.83,120,105,15,87.5,17.5,0,0,0,0,0,0,7,0,Low,0,True,92.5,You are ready for OJT.
SE1803001,Average,6,6.31,120,103,17,85.83,17.17,0,3,1,2,1,0,7,9,Medium,0,False,63.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803002,Average,7,6.05,120,111,9,92.5,15.86,0,3,1,2,0,0,8,7,Medium,0,False,72.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803003,AtRisk,3,5.39,120,39,81,32.5,13.0,61,4,4,1,2,0,6,15,High,1,False,23.5,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803004,Good,1,7.22,120,20,100,16.67,20.0,80,1,0,0,0,0,6,4,Low,0,False,47.0,Complete at least 80 more credits. Retake failed courses as soon as possible.
SE1803005,Average,5,6.94,120,94,26,78.33,18.8,6,1,4,2,0,0,7,8,Medium,0,False,64.0,Complete at least 6 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803006,Critical,3,4.02,120,37,83,30.83,12.33,63,6,7,4,3,2,5,24,High,1,False,0.0,Complete at least 63 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803007,Excellent,4,8.82,120,78,42,65.0,19.5,22,0,0,0,0,0,6,2,Low,0,False,79.0,Complete at least 22 more credits.
SE1803008,Good,5,8.29,120,89,31,74.17,17.8,11,0,0,1,0,0,6,3,Low,0,False,78.5,Complete at least 11 more credits. Complete all prerequisite courses.
SE1803009,Good,6,7.81,120,105,15,87.5,17.5,0,1,0,0,0,0,7,1,Low,0,True,89.5,Retake failed courses as soon as possible.
SE1803010,LateStarter,5,6.71,120,85,35,70.83,17.0,15,2,2,0,1,0,6,6,Medium,0,False,67.5,Complete at least 15 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803011,Good,4,8.07,120,73,47,60.83,18.25,27,1,2,1,0,0,5,6,Medium,0,False,63.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803012,Average,1,6.61,120,16,104,13.33,16.0,84,3,3,0,1,0,5,10,Medium,0,False,28.0,Complete at least 84 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803013,Average,5,6.49,120,93,27,77.5,18.6,7,1,4,1,0,0,7,7,Medium,0,False,69.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803014,Good,2,8.06,120,34,86,28.33,17.0,66,1,0,0,0,0,6,4,Low,0,False,54.0,Complete at least 66 more credits. Retake failed courses as soon as possible.
SE1803015,AtRisk,2,5.87,120,27,93,22.5,13.5,73,5,3,1,1,1,5,17,High,1,False,13.5,Complete at least 73 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803016,LateStarter,2,6.44,120,22,98,18.33,11.0,78,2,3,0,0,0,5,7,Medium,0,False,39.0,Complete at least 78 more credits. Retake failed courses as soon as possible.
SE1803017,Critical,5,3.79,120,69,51,57.5,13.8,31,7,6,4,2,2,6,24,High,1,False,0.0,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803018,AtRisk,5,5.86,120,71,49,59.17,14.2,29,4,6,1,1,1,7,16,High,1,False,32.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803019,Average,6,6.47,120,101,19,84.17,16.83,0,1,2,0,0,0,7,3,Low,0,True,83.5,Retake failed courses as soon as possible.
SE1803020,Good,3,8.4,120,56,64,46.67,18.67,44,0,1,1,0,0,5,6,Medium,0,False,60.0,Complete at least 44 more credits. Complete all prerequisite courses.
SE1803021,Excellent,4,8.94,120,83,37,69.17,20.75,17,0,0,0,0,0,6,2,Low,0,False,81.5,Complete at least 17 more credits.
SE1803022,Average,2,6.94,120,41,79,34.17,20.5,59,1,1,2,0,0,5,9,Medium,0,False,43.5,Complete at least 59 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803023,Good,1,8.22,120,22,98,18.33,22.0,78,1,2,1,0,0,5,7,Medium,0,False,38.0,Complete at least 78 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803024,Good,3,7.49,120,52,68,43.33,17.33,48,0,2,0,0,0,6,4,Low,0,False,62.0,Complete at least 48 more credits.
SE1803025,Average,4,6.97,120,74,46,61.67,18.5,26,3,3,0,1,0,5,9,Medium,0,False,57.0,Complete at least 26 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803026,LateStarter,6,6.51,120,104,16,86.67,17.33,0,2,4,2,0,0,6,7,Medium,0,False,66.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803027,AtRisk,2,5.91,120,36,84,30.0,18.0,64,3,5,2,2,0,6,17,High,1,False,17.0,Complete at least 64 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803028,Average,4,6.53,120,72,48,60.0,18.0,28,1,2,0,1,0,5,7,Medium,0,False,64.0,Complete at least 28 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803029,LateStarter,1,7.11,120,14,106,11.67,14.0,86,4,2,2,1,0,6,11,High,1,False,14.0,Complete at least 86 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803030,Excellent,6,9.77,120,107,13,89.17,17.83,0,0,0,0,0,0,7,0,Low,0,True,93.5,You are ready for OJT.
SE1803031,Average,3,6.32,120,57,63,47.5,19.0,43,2,4,1,1,0,6,11,High,1,False,43.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803032,Average,8,6.09,120,118,2,98.33,14.75,0,1,4,2,0,0,8,7,Medium,0,False,76.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803033,AtRisk,5,5.46,120,72,48,60.0,14.4,28,4,5,2,1,0,7,15,High,1,False,37.0,Complete at least 28 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803034,Excellent,5,9.84,120,101,19,84.17,20.2,0,0,0,0,0,0,6,0,Low,0,True,90.5,You are ready for OJT.
SE1803035,Good,3,7.56,120,58,62,48.33,19.33,42,1,0,0,0,0,6,4,Low,0,False,66.0,Complete at least 42 more credits. Retake failed courses as soon as possible.
SE1803036,Average,5,6.13,120,87,33,72.5,17.4,13,1,4,1,1,0,6,9,Medium,0,False,61.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803037,AtRisk,5,5.57,120,83,37,69.17,16.6,17,5,4,2,1,1,7,17,High,1,False,33.5,Complete at least 17 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803038,Recovery,7,6.66,120,105,15,87.5,15.0,0,1,4,1,1,0,8,8,Medium,0,False,70.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803039,Average,5,6.95,120,92,28,76.67,18.4,8,3,1,2,1,0,7,10,Medium,0,False,58.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803040,Good,3,8.06,120,64,56,53.33,21.33,36,0,2,0,0,0,6,4,Low,0,False,68.0,Complete at least 36 more credits.
SE1803041,Average,5,6.97,120,89,31,74.17,17.8,11,2,3,1,1,0,7,9,Medium,0,False,61.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803042,Good,7,7.67,120,117,3,97.5,16.71,0,0,2,1,0,0,8,3,Low,0,False,88.5,Complete all prerequisite courses.
SE1803043,Average,7,6.28,120,107,13,89.17,15.29,0,2,4,1,0,0,8,6,Medium,0,False,73.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803044,Excellent,6,8.89,120,110,10,91.67,18.33,0,0,0,0,0,0,7,0,Low,0,True,95.0,You are ready for OJT.
SE1803045,Average,3,6.5,120,48,72,40.0,16.0,52,3,4,1,1,0,6,12,High,1,False,36.0,Complete at least 52 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803046,Average,3,6.82,120,49,71,40.83,16.33,51,3,1,1,0,0,6,9,Medium,0,False,47.5,Complete at least 51 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803047,Average,2,6.68,120,37,83,30.83,18.5,63,2,4,0,0,0,5,7,Medium,0,False,44.5,Complete at least 63 more credits. Retake failed courses as soon as possible.
SE1803048,Average,1,6.5,120,17,103,14.17,17.0,83,2,2,0,0,0,6,6,Medium,0,False,38.5,Complete at least 83 more credits. Retake failed courses as soon as possible.
SE1803049,Good,3,7.28,120,59,61,49.17,19.67,41,1,0,1,0,0,5,6,Medium,0,False,60.5,Complete at least 41 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803050,Excellent,8,8.71,120,120,0,100.0,15.0,0,0,0,0,0,0,8,0,Low,0,True,100.0,You are ready for OJT.
SE1803051,Good,5,8.06,120,100,20,83.33,20.0,0,0,1,1,0,0,6,3,Low,0,False,82.0,Complete all prerequisite courses.
SE1803052,Good,7,7.37,120,115,5,95.83,16.43,0,1,0,1,0,0,8,3,Low,0,False,88.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803053,Critical,5,4.56,120,65,55,54.17,13.0,35,7,7,4,3,1,6,22,High,1,False,0.0,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803054,Excellent,4,9.21,120,73,47,60.83,18.25,27,0,0,0,0,0,6,2,Low,0,False,76.5,Complete at least 27 more credits.
SE1803055,AtRisk,6,5.11,120,87,33,72.5,14.5,13,3,4,3,1,0,7,14,High,1,False,43.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803056,Average,5,6.01,120,93,27,77.5,18.6,7,2,1,1,1,0,6,8,Medium,0,False,67.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803057,Good,2,8.46,120,44,76,36.67,22.0,56,0,2,0,0,0,6,4,Low,0,False,58.0,Complete at least 56 more credits.
SE1803058,Good,5,7.53,120,98,22,81.67,19.6,2,0,1,1,0,0,7,4,Low,0,False,81.0,Complete at least 2 more credits. Complete all prerequisite courses.
SE1803059,Average,2,6.96,120,33,87,27.5,16.5,67,3,3,1,0,0,6,10,Medium,0,False,35.5,Complete at least 67 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803060,Average,4,6.79,120,69,51,57.5,17.25,31,1,2,2,0,0,6,9,Medium,0,False,55.5,Complete at least 31 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803061,Critical,3,4.58,120,28,92,23.33,9.33,72,7,8,2,2,1,5,21,High,1,False,0.0,Complete at least 72 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803062,Average,4,6.65,120,64,56,53.33,16.0,36,2,1,0,0,0,5,6,Medium,0,False,64.0,Complete at least 36 more credits. Retake failed courses as soon as possible.
SE1803063,Average,4,6.33,120,60,60,50.0,15.0,40,2,1,1,0,0,6,8,Medium,0,False,56.0,Complete at least 40 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803064,Excellent,5,9.93,120,93,27,77.5,18.6,7,0,0,0,0,0,7,1,Low,0,False,86.5,Complete at least 7 more credits.
SE1803065,Good,1,7.65,120,21,99,17.5,21.0,79,0,0,1,0,0,5,5,Low,0,False,44.5,Complete at least 79 more credits. Complete all prerequisite courses.
SE1803066,Average,5,6.81,120,82,38,68.33,16.4,18,3,2,2,1,0,6,11,High,1,False,51.0,Complete at least 18 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803067,Excellent,4,8.54,120,73,47,60.83,18.25,27,0,0,0,0,0,5,2,Low,0,False,76.5,Complete at least 27 more credits.
SE1803068,Critical,4,4.47,120,54,66,45.0,13.5,46,7,6,3,2,2,6,24,High,1,False,0.0,Complete at least 46 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803069,Average,3,6.73,120,53,67,44.17,17.67,47,2,2,2,0,0,6,9,Medium,0,False,44.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803070,Good,3,7.98,120,63,57,52.5,21.0,37,0,0,0,0,0,6,3,Low,0,False,71.5,Complete at least 37 more credits.
SE1803071,Good,5,7.54,120,97,23,80.83,19.4,3,1,0,1,0,0,6,4,Low,0,False,79.5,Complete at least 3 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803072,AtRisk,4,5.69,120,50,70,41.67,12.5,50,5,6,2,2,0,6,18,High,1,False,16.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803073,Recovery,8,5.98,120,115,5,95.83,14.38,0,1,3,1,1,0,8,10,Medium,0,False,77.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803074,Average,7,6.26,120,114,6,95.0,16.29,0,1,3,1,1,0,8,8,Medium,0,False,77.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803075,Average,6,6.05,120,105,15,87.5,17.5,0,1,2,2,1,0,7,8,Medium,0,False,68.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803076,Good,4,8.19,120,70,50,58.33,17.5,30,0,1,0,0,0,5,3,Low,0,False,73.0,Complete at least 30 more credits.
SE1803077,Average,1,6.19,120,19,101,15.83,19.0,81,1,4,0,1,0,6,9,Medium,0,False,33.5,Complete at least 81 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803078,Average,1,6.2,120,19,101,15.83,19.0,81,2,3,1,1,0,5,11,High,1,False,26.5,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803079,Average,4,6.89,120,65,55,54.17,16.25,35,2,2,2,1,0,6,11,High,1,False,45.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803080,Average,3,6.83,120,57,63,47.5,19.0,43,1,1,2,0,0,5,9,Medium,0,False,51.5,Complete at least 43 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803081,Average,1,6.7,120,19,101,15.83,19.0,81,1,4,1,0,0,5,9,Medium,0,False,32.5,Complete at least 81 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803082,Excellent,4,8.66,120,72,48,60.0,18.0,28,0,0,0,0,0,5,2,Low,0,False,76.0,Complete at least 28 more credits.
SE1803083,Average,4,6.37,120,74,46,61.67,18.5,26,3,4,1,0,0,6,9,Medium,0,False,54.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
